MaxReturn,TransfBits,NumTrajs,Iteration,AverageDiscountedReturn,MinReturn,StdReturn,Entropy,AveragePolicyStd,Perplexity,ExplainedVariance,AverageReturn
229.75707067291435,50480,40,1,85.68199647564788,9.983340334725005,64.30524471708857,1.4131533103958156,0.9942314793684894,4.108891608041747,-0.01756526517542878,91.1823056082427
459.8248508407463,100960,29,2,117.96338425142939,9.985752761293147,102.8575819272874,1.4055024903827733,0.9866538178937659,4.077575168874232,-0.21829130074689607,129.92520921930293
349.9052859034273,151440,25,3,137.37967117509456,0.0,90.61787735772594,1.39713335613629,0.9784308372478651,4.043591798934574,0.010185279129644509,151.11123221628782
419.8225121120789,201920,27,4,126.59976939832787,19.96609768487187,114.5656142749677,1.3892006054480572,0.9706998937154819,4.0116418862013425,0.2724132922870147,141.01255688106215
699.7006867645512,252400,16,5,199.11560740938296,0.0,203.52610850299388,1.3810548721705618,0.9628249484344849,3.97909685292657,0.08872109890924629,240.50683017616814
519.7161951945691,302880,14,6,235.27433827524806,29.967609432791257,161.1299485412279,1.3722862208393731,0.954419179655855,3.9443580687396214,0.23998424114502348,279.82960123915626
759.7823979687557,353360,12,7,277.16360340799383,19.98064538087613,241.3058304972814,1.3647810536257783,0.9472829170400908,3.914865812476198,-0.4396138271737935,350.6699549142126
999.7009460319736,403840,8,8,361.8995541235457,49.912077254492125,301.1632172331536,1.3588128052309432,0.9416461348808816,3.891570506110476,0.4899518267177011,492.2611244263098
999.7594983027759,454320,6,9,508.2655831721372,399.63420896205633,262.19731914352616,1.3537375379524579,0.9368791361933281,3.871869781169366,-0.6824161644331008,741.3480380891243
999.789604455821,504800,6,10,492.1572990046731,509.84916114652515,188.40480671359796,1.349093496469869,0.9325383178923805,3.8539303452744895,0.48303656952989704,691.4386750447662
999.7907682438564,555280,6,11,492.62397851451743,359.6912440688164,278.7910959099908,1.3445042847296684,0.928268507122402,3.836284364429228,0.44557530401112433,714.7457879370464
999.763954608694,605760,6,12,502.44741164814303,269.8233646120906,307.71706356459043,1.3400842397728234,0.924174572940659,3.8193652342746254,0.21865841355422788,744.6855405330047
999.7878895299744,656240,7,13,445.87680486484203,19.966665698259487,400.74867054523764,1.336908128785441,0.9212439483833105,3.807253750279312,0.6819558418090019,675.505979529297
999.7857839368455,706720,5,14,566.8607208391217,369.75245086797787,249.25594266069524,1.3325119550265077,0.9172028890196576,3.790553137543274,-0.6227935701547755,867.719186395537
999.829987272222,757200,5,15,553.0059204886174,259.738108143991,296.01034457356025,1.3277651582689107,0.9128594302336362,3.7726027892329403,0.6519728261969371,851.7587868201941
999.7738621237012,807680,6,16,468.6628943262917,39.950691815154606,395.67992820925576,1.3223093869330413,0.9078926390787844,3.752076375697906,0.41672163935278017,714.7246687159587
999.8614793760962,858160,5,17,575.4785430004011,439.6473818074715,220.58983271021486,1.3179799663163208,0.903970486420041,3.735867172429464,0.8438424481268922,879.7373873711219
999.8235477485664,908640,5,18,588.895886190969,569.7569201990598,167.21161981993805,1.3143782923146128,0.9007205355657512,3.7224359986345834,0.6880359633684036,899.7581201283323
999.7755118436966,959120,5,19,621.8409247779384,849.6836814868092,59.98911778454263,1.312695194675763,0.8992058100321395,3.7161760449289383,0.8264544865105627,969.6618230421267
999.5083024663061,1009600,7,20,416.4641954832595,0.0,413.6618350432786,1.3119398498009789,0.8985268559866667,3.713370110257202,-0.5443865056853785,628.2541640549272
999.8239426516711,1060080,5,21,628.3997452684932,929.4490006750656,28.092033869609953,1.3091166205809885,0.8959936862538812,3.702901200277207,0.85815428536162,985.6326066581411
999.7945416534437,1110560,4,22,632.8686921214617,989.690825742798,4.350626142159812,1.3065959909728735,0.8937380620305001,3.693579311326119,-0.7392961945603069,997.2260902869255
999.6424903706999,1161040,4,23,633.6208079098006,999.1887730087857,0.17866079432243387,1.3044999531847814,0.8918667151718203,3.685845537488815,0.9678254065074676,999.4796282362028
999.7379951295467,1211520,4,24,633.6698915045743,999.3509770072193,0.14977382061848743,1.303503303828943,0.8909782795875674,3.682173871893657,0.9999988761190891,999.5546742625021
999.8847406295511,1262000,5,25,567.7044459802273,359.8526482790283,255.92909442939762,1.3019846303715563,0.8896262014656938,3.6765860962461665,0.4037274809008502,871.7107710957682
999.8185892771314,1312480,5,26,603.950927169636,659.7528812186788,135.9795223857739,1.3017352898132057,0.8894044092239467,3.6756694884945973,0.6462659730213789,931.7118907463715
999.8549229056882,1362960,5,27,507.03518630308764,0.0,399.8905286863926,1.2992695878130593,0.8872141044223466,3.666617547165939,0.9695540291752598,799.7810257103647
999.8002082291763,1413440,5,28,600.8072552462183,629.7179697129119,147.99232019258883,1.2950071220509414,0.8834404329648003,3.6510219768131824,0.7967734504722193,925.7025471945542
999.8571079142338,1463920,5,29,597.5308772394378,599.7007489456299,159.9882894368082,1.2913135718780837,0.8801834200739423,3.6375616175183496,0.772545026237636,919.6771855860185
999.7286816806059,1514400,4,30,633.7543924719753,999.6192208369827,0.04508591972967539,1.2879307977513224,0.877210988740117,3.6252773573470733,0.999999490159917,999.6712636188236
999.7998446185758,1564880,4,31,633.7637024318109,999.4878871427042,0.11394411081709617,1.2849927009686082,0.8746374404746048,3.614641573738844,0.9813792640046972,999.6722694622131
999.8780282304878,1615360,4,32,633.7671863107503,999.4828838047036,0.15825868532638104,1.2837531903699042,0.8735539897101827,3.610163962794069,0.9862037620297285,999.7129747374231
999.8470578326671,1665840,4,33,633.8195480895585,999.65353772636,0.07280816111595613,1.2818036829871138,0.8718526486852608,3.60313277739632,0.9999994452550586,999.7750075387462
999.8327306098222,1716320,4,34,633.7725807488027,999.5452010915884,0.10987637916388222,1.2803013824346703,0.8705438473221507,3.5977238529666766,0.999999385863994,999.7253637497291
999.8548479053161,1766800,5,35,624.4496248639531,879.7051214890798,48.04265126641747,1.2769713421659639,0.8676497227051047,3.585763213419072,0.9714792835925152,975.7903951894517
999.8237180011416,1817280,5,36,511.0093566993407,19.96258000461065,391.9074449097885,1.2719435289108474,0.863298290190146,3.5677799118291533,0.9146592759951494,803.7774534109091
999.7888602353021,1867760,4,37,633.7499565757835,999.5723323987074,0.08904056936694452,1.2692590236599977,0.8609838693244831,3.5582150321509944,0.999999333218254,999.6663460416919
999.8626668436377,1918240,4,38,633.8037816428189,999.6507759912831,0.07528578919199935,1.2661020109867474,0.8582700184224248,3.5469994154376443,0.9999993479634371,999.7601873758676
999.7854536240549,1968720,4,39,633.7680814839176,999.606534524062,0.07578230727474623,1.2626345521017106,0.8552991560694393,3.5347216394426795,0.9999994347758849,999.6991310929866
