MaxReturn,TransfBits,NumTrajs,Iteration,AverageDiscountedReturn,MinReturn,StdReturn,TotalAverageReturn,Entropy,AveragePolicyStd,Perplexity,ExplainedVariance,AverageReturn
549.7402450316849,100960,22,1,154.12471870997803,9.980565602777858,128.85301770316832,139.74363826322667,1.4092516674700692,0.9903599008203441,4.0928914139858765,0.09533314296382078,174.42323696123466
679.6935820586302,201920,20,2,178.81508611084246,9.984162675208216,171.8492884468161,194.04995132538085,1.401070796867469,0.9822909451650792,4.059544587954338,0.12390419813352027,209.84638916839495
569.7329794806441,302880,16,3,204.24245031681622,9.979717083558294,181.8903551765208,265.52708178953293,1.3925503498927314,0.9739569423866932,4.025102393366762,0.29623160015916505,243.6068931851945
999.593352440803,403840,11,4,297.9206133864828,29.95954805373862,254.40613690549336,314.6205709631042,1.383398574886878,0.9650841703195551,3.988433610046916,0.24760199662207583,381.6080747777669
999.7573429017892,504800,9,5,346.3846244101481,79.9296281063154,265.24023823792993,351.4068233788206,1.373540501477068,0.9556170402227586,3.94930850466233,0.08700258578459008,456.47374329080986
999.5639111415283,605760,6,6,542.6827813988293,579.83057105832,137.09482241665495,452.09929758944617,1.3656574292115262,0.9481134565404937,3.9182982091103535,0.6659250092291279,788.0170587636258
999.740864849547,706720,6,7,491.2468147087757,0.0,378.58555790105777,476.6174447828875,1.3590927563704904,0.941909786692482,3.89266010821885,0.6500718892881789,754.6642905659281
999.8539406446598,807680,6,8,526.1528050230613,349.85837752672103,246.29004235188464,503.8815391365042,1.3527909632404445,0.9359927296859727,3.8682065012039173,0.6159109220935011,774.801070646748
999.8792003980213,908640,6,9,506.7478103093675,289.7491843678156,334.6608963353815,502.7447759658317,1.3479241407636027,0.9314484862136733,3.849426363725178,0.060385592705798796,763.094702654815
999.777472227922,1009600,5,10,599.0964662523971,759.66968353254,88.46186103941392,599.2358193179804,1.3431584381684512,0.9270200404549358,3.8311247870880165,0.8554335386497204,913.6825083656597
999.8356921654128,1110560,5,11,612.9129720741383,749.7612458334811,100.01532542796193,594.5638026939745,1.3387331466889285,0.9229267702054873,3.814208400787221,0.9418138323015088,949.7918885445994
999.8285795001088,1211520,4,12,633.8176033011229,999.6555385920929,0.06511053362910667,608.9873706420706,1.3359146253194434,0.9203291438335549,3.80347310883364,0.9999196001325038,999.75967103677
999.8486764611489,1312480,4,13,633.8079689582956,999.635595394349,0.0757448581405833,586.8636159030556,1.3363348988259447,0.920716015080142,3.805071943764421,0.9999991267111416,999.7499943363953
999.8511650953042,1413440,4,14,633.7999090286922,999.6319649355213,0.09931324227351342,571.5550956334744,1.3347139552339462,0.9192247952735519,3.7989091329138387,0.7894416897183185,999.7492696694095
999.780994264118,1514400,5,15,622.9183951575354,879.7940937623168,46.620689125044805,616.3453990879182,1.3303611886487956,0.9152323197610884,3.782409304182913,0.6702457263852134,971.7288628920554
999.857543885783,1615360,5,16,608.5579532884085,829.7586279790933,68.92894180259371,584.3406252419752,1.324880079306387,0.9102295542198955,3.7617342181735,0.9484111462250344,935.7806932657535
999.8302382614536,1716320,6,17,481.52895756716003,0.0,336.01827600626876,548.9841580871179,1.3210356672559949,0.9067369745123348,3.7473003245092937,0.8369827066429201,719.7882041883203
999.8301150575106,1817280,5,18,587.2561161627825,679.7460112024869,117.7345543975031,580.0256158798076,1.3182567318433713,0.9042207089130355,3.7369012747717716,0.9115853854165588,887.7846254355187
999.82250818143,1918240,5,19,613.4766162726728,839.8198916910792,58.43491453160529,620.4057052648712,1.3168530109194727,0.9029523258203278,3.7316593881954967,0.9718965856175511,947.7290936021349
999.820017785928,2019200,5,20,505.55398277324775,0.0,397.97708227033513,592.0585754036001,1.3155538214914413,0.9017799814182313,3.726814403727124,0.9314220236737267,795.8022802849464
999.8445097501518,2120160,5,21,567.4746024627536,379.7422793167254,244.48419444356364,570.7415260862539,1.313012456935433,0.8994911393590588,3.717355234384548,0.6433267262827336,867.7120061929065
999.7842831267826,2221120,6,22,469.1384601233156,149.84397592787136,400.60558936229637,544.5447113140157,1.3091346728519555,0.8960098611206858,3.7029680466564012,0.4648732668681389,716.4338114548063
999.8808798749457,2322080,4,23,633.8377525288831,999.7632556586615,0.04823327327661071,622.3785794595935,1.304313199218086,0.8917001710768672,3.6851572554857603,0.9999995048133125,999.8055403236281
999.8302689150695,2423040,5,24,533.2762891604132,139.8322199418011,343.96772740231427,575.0842808545968,1.299961191491598,0.8878279171937355,3.6691542704518185,0.8516047175546375,827.7676627589614
999.8548383321562,2524000,4,25,633.8666831444948,999.7987935748986,0.022932417984602035,575.8303362031344,1.2957584799832653,0.8841044623724871,3.6537662319663857,0.9954540862476122,999.8372093151876
999.8740874519483,2624960,4,26,633.8099584262254,999.6172166822806,0.10979967969862652,606.5647250638378,1.2899555434964238,0.8789889172763451,3.632625058354133,0.9981460700529184,999.7683407805678
999.8810867407243,2725920,4,27,633.8013837732076,999.589523697626,0.10399602131903896,622.5913510281831,1.2848111099614261,0.8744786286007097,3.613985246928194,0.9999993296235574,999.7490448004864
999.8222809710626,2826880,4,28,633.8249019285038,999.7564096012619,0.02543596131782125,618.6052333869992,1.2813656723270272,0.8714708515528232,3.601554912416181,0.9999994450473214,999.7812659136624
999.853770141653,2927840,4,29,633.8354880717513,999.734053228264,0.04322207493325468,615.7118105661347,1.2804753754834004,0.8706953290782041,3.598349886369494,0.9717913328866807,999.8020640757484
999.8809817766959,3028800,4,30,633.8458161951878,999.7603262406637,0.048232277049425655,631.5430061058689,1.2804241076212028,0.8706506915343019,3.5981654113922406,0.9999994929067679,999.8187440807627
999.8321665537401,3129760,4,31,633.8253837550114,999.7435447432928,0.031386371107541215,603.8816804903055,1.278385788755031,0.8688778352409302,3.5908386726022705,0.9999995412775924,999.786801162352
999.8689291467174,3230720,5,32,553.0058061526943,259.83724348171376,295.9727540935024,607.0248815590654,1.2738652677861368,0.8649589192119798,3.5746428454552523,0.632948011959032,851.7827337553606
999.8206369290644,3331680,5,33,507.03012389280195,0.0,399.88771985027057,576.6461748325972,1.271248211312018,0.8626982323355057,3.565300033918997,0.9706354610653838,799.7754254214082
999.8832965179422,3432640,4,34,633.8412079252246,999.6756388528951,0.07942389027213552,633.8393658008177,1.2693841297470672,0.8610915903855444,3.55866021435754,0.9999994197305835,999.8095309419493
999.8648199524547,3533600,4,35,633.8454955628594,999.7252992874342,0.05557859363956325,618.613735456281,1.268849840492151,0.8606316412851751,3.556759368289145,0.999999456958481,999.8154339936547
999.8912658316096,3634560,4,36,633.8613343972861,999.8023599420261,0.033721909212073825,633.8325997643999,1.267401315083983,0.859385896949682,3.5516110416146325,0.9999991697604881,999.8363375008553
