MaxReturn,TransfBits,NumTrajs,Iteration,AverageDiscountedReturn,MinReturn,StdReturn,TotalAverageReturn,Entropy,AveragePolicyStd,Perplexity,ExplainedVariance,AverageReturn
519.7647089887756,50480,24,5,141.6811937328313,9.983657333664048,121.38048129372916,153.27565574279615,1.385002086647825,0.9666329355367312,3.9948342406201154,0.20705665721625088,159.06439709596756
999.6404480696032,100960,7,10,441.1743405523147,29.94347637937944,329.4824115110836,479.75383867423125,1.3536042182895893,0.9367542401084796,3.8713536192035036,-1.1688437851452464,636.874826358879
999.8004692189887,151440,6,15,503.9488216252744,359.7192981060341,271.016700710541,483.0238253100286,1.327533406254879,0.912647897734639,3.7717285822419218,0.5307362038990968,734.6536899876031
999.7601496485311,201920,6,20,470.8156969578831,29.94507763844382,401.15307218195335,453.7940333117999,1.329302716514064,0.9142640843693042,3.778407847421117,0.16483220327211712,721.4181893291853
999.7985899808723,252400,5,25,630.7100637833528,959.3819232826331,16.11785371014807,580.4362036447043,1.2963345974315377,0.8846139571296727,3.655871836924168,0.03274357488601087,991.6169401397058
999.8148833647856,302880,6,30,526.7438786254496,319.8401610455315,296.2481586603925,480.67970373774375,1.2623187880597435,0.8550291259859668,3.533605677650156,0.3716735141605173,791.3456127419063
999.8273968502914,353360,4,35,633.8098134164252,999.6986078857194,0.053462034222700114,587.5594799130478,1.2028262655746713,0.8056448489582921,3.3295137275772135,0.9812439114493238,999.7625115489739
979.6334135765742,403840,5,40,556.3787044648996,709.8210436585218,100.04695597166308,544.8716812527383,1.2342200141017794,0.8313382567594407,3.435697679591276,0.7908958913109383,813.7696919081257
999.8609896645105,454320,5,45,548.4566469707067,659.7433526542782,160.3769483864601,482.00319726278747,1.2870113363733247,0.8764047978031267,3.6219455867843653,0.3406648576327037,803.7826932927394
299.85022362976594,504800,27,49,125.684240684097,19.96243721124287,94.4892818334425,110.10653893552265,1.2849862493944073,0.8746317977044609,3.614618253685747,-0.3339098622399399,138.0720975974385
