rewardsSnapshot0
"[ 89.90440345 149.87777992 169.8545188  479.77172765 309.83187307
   9.98740317 139.97314072 109.93990931 149.93641773  49.93874889
 169.91429003 229.81667627  79.90898693 329.94289037 149.90737651
 269.90679449 189.86933038  69.9619446   79.90166507  79.96546784
 259.85233567  69.93827369  59.95741415 309.89693136  49.94742558
  39.95676493  39.96886235  89.88946888 149.90102062  29.97651796
  89.94191906  79.97816171  19.97482439  89.91182689  69.91295238
  99.95913166  99.91530781   9.98715784  39.95445557 109.96581262
  79.94647048 139.82892639 259.83286899 139.92483827 159.93933477
 239.85026906 119.94676123  69.92300061 179.91108067   9.98252584
 149.91941182  19.96698336  79.94735111 119.86171258  49.9188561
  39.95371678  19.97012592 289.88518556 109.91013255  99.869502
 259.88870429 159.93142668  89.92387785 169.90786632  89.94929954
  39.92640593  29.96423138 239.85914492  19.96178048 329.84615016
 109.86609038   9.98524129  89.90535793  29.98395084 359.88778127
  89.94400198  59.96003689 239.81672089  19.96642583  69.96063259
   9.9868019  279.87765477  79.94939715  29.96671444   9.97908488
 279.80739593  19.9761801    0.         119.86181745  29.94667662
  39.96085384 129.94198304  49.94953361 229.90176663 489.86105141
 139.91973808 369.94162333 129.94921639 109.92851249  99.87677399]"
"[39.9778562  19.98689385 29.98683924 39.93551922 49.94343376 49.98264607
 19.97213804 19.98216023 39.97493915 29.97869821 29.97575185 39.9718731
 29.99009601 19.98410832 19.9841828   9.98113712 39.96003343 59.97008687
 29.9876233  19.98723871 39.98180734 39.97848099 29.988779   59.97173402
 39.97002196 59.95226703 19.9946336  49.96431287 29.97597595 79.94817478
 69.96096511 19.97293292 19.9747038  39.96567529 29.98142983 19.97731181
 19.97795495 19.99341121 19.99282129 29.98256827 19.98731052 29.98765989
 29.98505271 19.98506287 29.98303484 29.97548779 39.98156529 19.98033138
 29.98235551 29.97847941 19.9850888  29.96906539  9.98676417 39.97506405
 29.98001087 49.98430597 19.97228512 69.969674   19.98623459 39.95943563
 39.9752082  29.99117755 29.954447   19.98742309 29.98441796  9.98569031
 49.97064563 19.98034075 19.97147852 39.97849594 39.98706031 49.95343396
 89.98643047 29.98068359 39.99154097 39.97280526  9.99017589 29.99155593
  9.98313986 29.98484659 29.98734986  0.         59.95328402 69.96126672
  9.99044201 29.98372938  9.98294082 49.96722823 29.97847354 99.96013614
 39.98744623 59.96986208 19.97095645 29.98298311 29.99169539 19.98399261
 29.96931504 39.98939551 39.94904139  9.98931642]"
"[ 29.97124203  29.97567771  29.98353639  19.98669166  39.95615557
   9.98460847  99.96521998  69.89524887 109.91524463  19.96988741
  99.94639619  19.97520273  29.99047735  49.95579294  39.97925685
  19.97965197  39.97761887  29.98127964  49.97893909  19.97482323
  49.98011526  29.99106401   9.98847752  19.98213479  49.97579375
  49.98484008  29.98406393  19.97159391  19.98381654  19.97897038
  79.97345002  69.96735064  39.97302552  19.98588766  19.9891085
  29.97649645  39.99011364  29.99031755  19.98859644  29.99132347
  29.96947325  29.98383289   9.98840475  39.99069011  39.9856098
  19.99145254  19.97443965  39.96986905   9.98098804  39.97813616
   9.98952162  29.9755769   49.96553586   9.98260479  29.97295747
   9.99087202  19.98001571  39.96738035  39.98195829  19.97630449
  69.97668927  39.98004699  59.94368238  29.97768133  29.97818637
  39.98568793  29.97339416  49.98180079  19.97805628  59.91479302
  29.9835414   49.96954852  39.98784622  99.97519759   9.99184476
   9.98353267  89.90312928   9.98153964  69.97072042  49.97685264
   9.98505417  29.98876698  59.97577545  29.96004986  19.97434553
  89.98156483  29.97765731  49.96414399  69.9439126   29.97103488
  69.9755124    0.          39.97883561   9.98529481  79.92400263
  49.98835288  39.97138539  49.98493085  19.98189511  19.97049385]"
