rewardsSubIter0
"[29.99082765  9.98486625 49.98835845 39.98774454  9.97931178 39.9718228
 29.98042421 39.97749386 39.97298046  9.98717504]"
"[29.98736073 19.9866672  29.98095037 29.96045644 69.95796748  9.98664206
 49.96917248 29.96787009 29.98678423  9.979876  ]"
"[29.97660038 59.9449204  19.97663255 29.98809071 39.97905855 49.97442073
 49.98103008 49.97705847 29.99306563 19.9923423 ]"
"[19.98074953 19.97594258 29.99319638 29.96825895 29.96374342 39.96127191
  9.98213074 19.97970538 39.97045428 29.97196628]"
"[ 19.96712994  19.98839297  29.9824563   19.98615628 109.87427123
  79.93855352  49.91421778  19.98071614   9.98957441  19.99446936]"
"[19.982108   59.96863255 19.97437574 39.97857841  9.98184153 49.98462966
 49.97979219 89.9799822  29.97868428 59.96798895]"
"[ 9.99224728 29.98515549 29.9902365  29.97997964 29.97896783 49.97825849
 39.99154934 29.96307306 29.99260395 59.98911025]"
"[29.97860099 19.9876148   9.98703639 19.9788797  19.98600821 39.97378327
 19.99324143 49.97907871 29.98876899 39.97286513]"
"[29.97618052 49.99056813 29.97574519 79.97558486  9.98088511 39.9890336
  9.98359437  9.98248128 29.98756302 19.96996234]"
"[49.96877178 39.97762161  9.98957558 29.97599445 19.98154411  9.98704979
 49.98271568 49.98099829 49.98799085 19.985656  ]"
"[59.9636623  29.98738014 69.93798047 19.98978384 29.98791093 19.97935226
 29.99116902  9.98381006 49.98048083 19.97024448]"
"[49.96478609  9.98187853 29.99235974  9.98757355  9.98753788  0.
 29.97002498 39.98827184 49.99283513  9.98184798]"
"[19.98820078  9.98239785 89.97406986 59.96291227 39.97127602 29.98051799
 39.98054131 29.9867654  39.93385593 29.98813752]"
"[39.9773467  19.97900507 29.98538226 49.96723944 29.97587105 29.98856951
 29.99393315 39.98377172 19.98890512 39.98664099]"
"[29.97609639 49.98857554  0.         69.98204773 19.99229629  9.98500431
 29.9822534   9.98253731 39.97813431 29.97243871]"
"[49.96920322 29.97223248 29.98300495 29.98813791 49.98695555  9.98263697
  0.         29.98157335  0.         39.98975088]"
"[ 0.         59.96361623 29.99011771 29.99112891 39.97334615 29.97560677
  9.98353226  9.98034735 29.96956634  9.98201457]"
"[49.97977236 29.98791979 39.97908814 29.99318269 39.97930211 39.9731827
 29.98913424 39.97402476 49.97440261 59.92202985]"
"[19.9838375  29.98797682 59.96864276 19.9767515  29.97406488 39.97447843
 19.97094995 39.9840689  19.98866301 59.9779623 ]"
"[19.97739081  9.99001317  0.         29.99145718 59.97928964 19.98638558
 29.99342563 19.9859383  29.96690406 49.98013223]"
"[19.97732885 29.98733354 19.98155249 19.97991312 39.98659489 49.97148978
 79.92309934 39.97107197 19.97890242 29.98627562]"
"[39.98883676 29.98108207  9.98356029 29.98038819 59.98484224 19.96339891
 19.97122819 29.97092418 29.98752651 29.97800149]"
"[49.98243946  9.98890843 39.98900244 59.9734125  39.98292291 19.98235313
 29.9897038  89.97488057 59.97154664 29.9687557 ]"
"[29.98418834 19.975096   29.97457111 19.98435702 49.97566112 29.97439682
 49.96310477 29.98812748 79.97230439 79.9497276 ]"
"[39.98193398 59.97115355 49.98873727 19.968943   49.97343103 29.99227662
 29.99045372 19.98425648 39.98462144 39.96729103]"
"[ 9.9847938  19.97503684 19.98516675 29.95537985 29.98861097 29.96743756
  9.98491318 39.97675742 39.97739842 19.97096243]"
"[39.98183529 29.95880657 19.9917565  19.99443045 49.97715644 19.97071631
 29.98568174 19.96587489 49.95546202 49.96810173]"
"[ 29.96825164   0.          19.97852717  39.97757728  29.98339252
  29.98772783 119.97553351  39.95060767  69.98376259  49.97495048]"
"[ 9.98431066  9.98097959 39.98602504 59.95823268  9.98856784 39.98548386
 19.9780679  29.97936882 19.96663153 29.96670921]"
"[  9.98313157  59.9856668   39.97355281   0.         129.94568722
  39.95119746  29.98778719  39.98887845   0.          29.98660623]"
"[99.93906461 49.95403443 19.98813165 49.97893998 49.98939725 19.97153934
 49.9744379  29.97513563  9.98671378 59.95496349]"
"[59.97541556 49.97342647 29.977171   39.96920344 29.97221979 29.9761262
  9.98435211 49.97732271 29.96418564  9.98660942]"
"[29.97089764 59.97869491 29.96676512  9.98754924 39.98146083 39.97030873
 59.97822324 19.97806134 49.96739738 49.9715946 ]"
"[49.98900067 29.9872285  29.97813684 29.96829938 29.98050905  9.98772218
 19.96917921 29.98747467 29.9855736  39.9820473 ]"
"[ 49.97470486  29.98804032   9.98721178  29.97313333  49.98840112
  19.98797818 109.90305467  39.99015649  29.98295747  29.99348035]"
"[29.97723277  9.98449488 49.98666782 19.98451336 19.97545398 49.97980363
 29.9911025   9.98580882  9.98517921 19.97404138]"
"[29.99095711 39.98011961 59.95875615 29.98923912 49.96128537 19.98059772
 59.95476616 59.98161127 29.98502692 29.97078998]"
"[39.98042351 49.96248791 29.96458391 49.98754068 49.96647224 19.98458041
 39.98570931 99.95532581 29.97246308 39.97482649]"
"[ 49.95780653  29.96288848  19.96562999  29.98912977 119.89038775
  39.97042891  29.96434693  19.97231378  49.98854172  39.98336308]"
"[49.9835351  19.97446199  9.98530256 29.99067448 19.99174652 79.95955032
 29.97418317  9.98843325 29.99013432  9.98250071]"
"[59.97811314 19.97366332 29.99024987 29.983112   29.98926322 39.98852029
 19.98257994  9.98924725 49.98222641 39.99202601]"
"[29.96910596 39.98009342 19.98884506 39.98264506 49.96442326 19.99091877
 29.99163338 59.97220277 59.94667381 29.98936436]"
"[ 9.98133657 29.98060633  9.98292314 19.97843367 39.98749043 29.98976372
 29.95744827 29.99093594 39.98406107 19.97339399]"
"[ 9.98738724 99.95908593  9.9861146  89.95686354 39.95274846 89.97709968
  9.98625998  9.98591738 29.96447616 19.97389759]"
"[ 9.98607216 29.96463768 39.98214373 29.98661753 39.97331768 59.97981925
 39.95862054 29.99137015  9.98411552 39.97121249]"
"[29.98675606 59.967267    9.98963689 19.97549712 29.96640948 19.98737825
 29.99371921 39.97475767 19.97351497 89.95498868]"
"[29.99009113 39.98393519 39.97668742 79.93970386  9.98779614 29.97360602
 19.97763076 49.95958979 49.9684933  29.97063912]"
"[ 9.98696508 59.90885941 39.96111798 29.98547924 19.98130992 29.97339044
 29.96444155 39.97355559 39.97696813 49.97485663]"
"[ 9.98276791 59.969608   39.97986058 49.98471567  9.98457204 39.9884577
 19.97089181 39.96328066  9.98672231 29.96979608]"
"[29.9555578  19.97786254 59.97904883 29.99218071 29.9879605  49.96967287
 39.98518251 39.97863979  0.         19.97772404]"
"[29.97592234 19.98922616 39.96491983 79.9213157  29.98815127 59.97165711
 39.98051073  9.98083378 49.98060543 59.97154639]"
"[59.9594011  19.97384957 39.94672912 29.99191155 39.96930556 49.99060777
 29.97600835 79.95806294 29.9838089  69.92891626]"
"[ 9.98402829 29.97823188 79.96072538  9.99000456 39.98597896 49.97897572
 39.96453354 49.98381761 39.98772931 49.98427437]"
"[59.97427063 19.97485873 79.97555494  9.98787575 39.93730596 39.977104
 39.97272733 39.97066859 39.9868051  19.97386304]"
"[19.98930372 39.97403692 19.97951428 19.97982501 49.95649722 29.98063712
 59.98621157 19.97639657 39.98303795 19.98204108]"
"[39.97360954 19.98274451 49.97770863  9.98631957 19.99072784  9.98797931
 19.97634417 29.97543561 19.98690238 19.97612359]"
"[19.98629419 29.98923899 79.97439342 19.97474887 59.96696963 39.96354786
 29.98314842 49.9793104  29.97729323 49.96907326]"
"[ 0.         29.98529646 29.96496253  9.98316256 29.9932465  19.97236453
 19.97572202 29.98979464 19.99051552 39.95070453]"
"[29.98364842 49.98130109 39.97561212 29.9815567  39.96727141  9.98449749
 39.9689452  69.98135147  9.97968487 19.98664184]"
"[59.97286019 19.98290723 39.95487108 29.98414736 19.975487   29.98950797
 19.97295242 89.93163747 19.96260331 39.95735038]"
"[89.9883957  19.97162761 29.97982119 19.98195171  0.         29.9882739
 59.96738133 89.95913516 29.9873906  19.96957865]"
"[39.97506788 29.97074171 39.9685434  19.98434687 59.98697913  9.98525055
 19.98661211 79.94982072  9.98450908 39.99115153]"
"[39.97194774 29.98227468 39.98958051 49.97929204 39.9672779  29.9897746
 39.93955168 39.97784124 29.99175687 49.98654159]"
"[39.9515541  29.98176675 29.98817137 29.98451745 39.97789568 19.9896713
 39.97778328 19.99136544 39.98148223 39.97773028]"
"[39.98947486 29.98445893 19.98172985 29.97509323  9.98158534 39.98804581
 19.97523425 39.96776916 49.97552673 39.97886649]"
"[29.98546455 39.98455261 39.97043261  0.          9.98763972  9.98637949
 59.98734296  0.          0.         29.98872422]"
"[39.97263976 19.97306337 59.95982607 29.97404295 39.97591638  9.98656925
 29.98408152 49.97402612  9.98065227  9.97944367]"
"[19.97315759 29.98126709 29.98678802 39.98090543 29.95946609 69.95890286
 19.98020659 39.98146102 19.9725725  29.99071467]"
"[29.99269109 39.97632089 19.97839798 29.98782243  9.98082151 29.99063804
 39.97762689 39.98049544 19.9830573  29.98043452]"
"[59.96366929 29.98842022 29.98777746 79.95077284 79.96992204 69.96648133
  9.98433414 29.96225847 29.99056893 49.97995812]"
"[59.97198595 49.97068579 39.96741463 79.9467765  29.98726106 29.99108366
 39.97853347 49.9888058  29.97372915 29.96782501]"
"[19.9755039  49.98395609 79.9762158  29.97807427 19.97433154 89.98590423
 29.9739263  69.97168843 39.97903035 49.97127756]"
"[49.98544524 19.98802131 39.98344374 19.99485026 79.96880422 39.98993746
 49.99123043 29.97016492 59.95577749 19.97444982]"
"[19.98165009 39.98155466 39.98321969 59.96722758 19.99390856 29.94416385
 49.9808509  89.95485034 19.9903718  19.97283404]"
"[39.98685305 89.97686403 39.97598423 39.968829   69.97950657 29.96931518
 29.96615416 39.97568114 29.98744522 89.96227299]"
"[29.97627768 19.98312557 19.97014587 19.97554361 19.975317   49.96900138
 19.98550611 19.97819952 29.97263659 29.97194091]"
"[189.94934848  49.97176512  79.96260329  19.96231911  99.95445493
  29.9769834   29.97457397  29.97148815  39.94861136  39.98175621]"
"[69.9523276  59.91531854 49.97191195 49.97255558 39.97870691 39.98485589
 19.99010252 69.97394655 39.98368466 39.98477154]"
"[ 9.98290288  9.98737921  9.98867778 39.98439672  9.98310007 29.98686874
 19.97727873  9.98732455 69.97089291  9.98547945]"
"[49.98184861 79.96539341  0.         19.99018467 29.98738245  9.98105008
 19.97554269 49.98546524 59.97289429 89.93972227]"
"[29.98945397 49.97894603 59.96066827 29.96095897  9.98947238  9.98967331
 39.99138355 99.94311047 69.96155546 29.98353472]"
"[29.98745518 49.98239134 19.99465982  9.98494543  9.98970771 79.97338113
 49.97820939 29.97190999 19.98860066 19.97861159]"
"[19.98487212 19.98822504  9.98621674  9.9850654  49.98159901 59.97496294
 19.96871988 29.98957951 49.97358272 49.96332266]"
"[29.99155781 29.97055206 19.99169269 39.97206701 39.96275875 19.9729356
 39.94679506 29.98936491 39.96903811 79.94686664]"
