MaxReturn,TransfBits,NumTrajs,Iteration,AverageDiscountedReturn,MinReturn,StdReturn,TotalAverageReturn,Entropy,AveragePolicyStd,Perplexity,ExplainedVariance,AverageReturn
629.7730903183576,20416,23,5,161.43555016965726,29.97015661452796,132.2778874250833,156.284793533436,1.3825459012357861,0.9642616192101026,3.9850342272865156,0.005109044603232804,183.37155401518993
239.8633281383009,40832,62,10,52.222026151965245,9.9827136926837,47.75137614546239,55.01875713759591,1.3993990715777045,0.9806501963728763,4.052763813976567,-0.34342761045456727,54.47918060871385
179.90028683666577,61248,63,15,52.80836413005455,9.980412967269295,38.76492806407178,57.097441055997805,1.40117491621305,0.9823932259800725,4.0599672870853905,0.18469872512476726,54.72546988011031
169.90427366049067,81664,64,20,51.04631183222273,0.0,36.01502949150169,56.27521757447254,1.3884019493773216,0.9699249478513046,4.00843924313071,-0.11332419813744243,52.77530757854595
199.952186553532,102080,56,25,58.938681407253874,9.979308181031199,47.776637155358316,58.35107555218537,1.3530183248045202,0.9362055626510591,3.8690860826719193,0.1997481740276933,61.564401388344386
229.8397258437168,122496,58,30,57.68023445285899,9.985031759871895,41.4998572279932,57.930006832773245,1.3190255134705036,0.9049161244580174,3.7397752403986595,0.0861689548627369,59.9577031110056
239.84309180032832,142912,51,35,65.57894335695039,9.980673637237306,51.33471288420623,59.30540378654133,1.246096528959672,0.8412705215162076,3.476745061569011,0.14981167375085747,68.77737665171038
149.93818809245735,163328,64,40,50.7001973630014,0.0,37.400114467618764,58.01448222790625,1.2118051255921765,0.8129111942117274,3.3595435804359655,0.257329685121477,52.46627334006721
249.75034503050517,183744,45,45,76.57241800243787,9.98801655190946,47.76494940733676,60.42566575161459,1.0920058125376784,0.7211322586919116,2.9802458959652354,0.14631403730821535,80.3946760290189
189.94896941454465,204160,57,49,57.94313981806361,0.0,43.227676856329126,62.40654822262772,1.075067596929815,0.7090204309625524,2.930190965752382,0.2063760592078948,60.313256576176414
