MaxReturn,TransfBits,NumTrajs,Iteration,AverageDiscountedReturn,MinReturn,StdReturn,Entropy,AveragePolicyStd,Perplexity,ExplainedVariance,AverageReturn
319.8497654684025,50480,27,5,132.43901311331294,9.980649872486376,90.77926759581844,1.380378195827293,0.9621736479538364,3.9764052030092376,0.4926432790985611,145.4555681095818
999.6800737534329,100960,10,10,317.1472170169168,0.0,358.51441565555575,1.3442175299338184,0.9280023598374768,3.835184449200004,-0.24945076799681143,439.8128579485689
999.7742063559475,151440,4,15,633.8209546605283,999.7323999501618,0.015676131670204103,1.3247360820243037,0.9100984930744661,3.761192577668479,0.9343060514144956,999.758524002758
999.8065411927666,201920,4,20,633.8062105744164,999.6599964375289,0.05814203255187552,1.3060806412838297,0.8932775930596079,3.6916763167725115,0.9999989150892141,999.7590838870037
999.8489971919529,252400,5,25,507.06402081252435,0.0,399.91774533466764,1.3029594858821016,0.890493881333052,3.6801719840393385,0.969548992273437,799.8354881680314
999.7871901090991,302880,5,30,506.9850977330474,0.0,399.85103564596136,1.2870713761425403,0.8764574185245786,3.6221630540897856,0.9695483994659357,799.7020297547485
999.8473451904878,353360,5,35,514.9169453344517,39.932650567667814,383.92589581663555,1.2820695495516377,0.872084475969934,3.604090857284431,0.8668488462866446,807.7844238069353
999.8399796370743,403840,4,40,633.8385867332858,999.7430530152321,0.04210716036287434,1.270274729732585,0.8618588201401635,3.5618309688202703,0.9999993870482804,999.7846370777597
999.8444188515517,454320,4,45,633.8306418285496,999.7753057961307,0.026720024585286505,1.26151191913921,0.8543395078112078,3.5307556709969568,0.9999996032606944,999.8066314053298
999.8728654936074,504800,4,49,633.8606797400377,999.8072839939548,0.02708765315475121,1.2553003336716149,0.849049152696722,3.5088920545408815,0.9999995557094787,999.8451056048015
