MaxReturn,TransfBits,NumTrajs,Iteration,AverageDiscountedReturn,MinReturn,StdReturn,TotalAverageReturn,Entropy,AveragePolicyStd,Perplexity,ExplainedVariance,AverageReturn
319.8602439024853,10096,46,1,73.33565965873281,0.0,64.20654718976277,73.17258108237671,1.4160118598441669,0.997077605172999,4.120653881391822,0.15988123126064713,77.77766291915017
409.790647102192,20192,28,2,123.45922588055575,19.968938484852327,104.77444805251795,121.91371206376935,1.4076069199811416,0.9887323476842057,4.0861651741096585,-0.08517437307508868,136.33897245449188
489.6949486529582,30288,29,3,117.76559763017211,9.982376819078867,117.17374849124272,141.12325356843047,1.3984513897097524,0.9797212921853193,4.0489249025156715,-0.379456134868829,131.29456805550987
449.8261366850006,40384,19,4,178.18221929292648,19.960846012426384,144.57318222131155,170.52813684074908,1.3912301803944451,0.9726720024945585,4.01979208198637,0.4596370879299071,205.6516741328629
419.9035582632547,50480,14,5,248.13542783185633,99.8669189560278,87.6897629567582,218.6635097675515,1.385471493579931,0.9670867862494751,3.9967098836907664,-0.10762263937250949,287.69423568698846
489.73422258354765,60576,15,6,229.05200568399238,39.95104084064633,142.46275684998568,245.0993133798738,1.3809031648460277,0.9626788919167654,3.9784932405763156,0.23094741604009217,269.16969098198086
919.6662603228168,70672,9,7,357.4493553849169,29.961683444049086,250.4183819671823,362.61447307418234,1.3760549198552734,0.9580228846534079,3.9592512133740145,0.23916394413247277,472.0325429198821
999.7032655112298,80768,9,8,359.7213622781246,0.0,363.2282606580933,400.8754213398505,1.3709764854425328,0.9531699613241467,3.9391953849720256,-0.18702294694555333,509.78022125110834
999.735703627974,90864,7,9,435.1510624419694,29.949278572802278,324.7833772337652,470.0415923015097,1.363742068696016,0.9462992154791044,3.910800438192012,0.308872226693809,624.0493143896203
999.788539145288,100960,5,10,601.0046902442039,749.8307248666994,102.92012067481613,475.3174754352802,1.356617306319565,0.9395810196255194,3.883035939544765,0.23891272240333927,919.758059957755
999.7605603882524,111056,6,11,509.61446422619025,29.940765624834377,344.3438889362196,511.61062339959017,1.35030268439732,0.9336666139917948,3.8585932899412763,0.7748095566556699,779.7264861137008
999.8163738125334,121152,5,12,587.9185786086921,679.7351711798253,136.0274281566656,515.488533206619,1.3459343425417423,0.9295969343902168,3.841774397450599,0.7534738151910845,891.7392209849438
999.8399152739012,131248,6,13,530.3777488403761,399.83692805000635,238.19576778409535,550.2780324165457,1.340459035416552,0.9245210144629729,3.8207969840162628,0.6286791151444232,781.4383852022771
999.8324659682612,141344,5,14,619.7825099729808,869.5082850649802,50.94528499651552,540.3365747002841,1.3360136162282785,0.9204202525613235,3.8038496367295256,0.9640282704679308,963.6943392363528
999.8292289075523,151440,5,15,511.025081904917,19.972385277711233,391.9145455426514,547.188631755894,1.331264519584547,0.9160594509592823,3.7858276152196617,0.8584847826301114,803.8014693002526
999.7483581992271,161536,5,16,624.3576895561981,879.7432719186592,47.947854325841945,580.7677051620587,1.3275980861170598,0.9127069295839493,3.771972545016459,0.9132274782307932,975.6387566094794
999.8263812896873,171632,6,17,478.6211187544679,0.0,344.14256509273116,578.2765139355869,1.3240894029049017,0.9095101416401937,3.758761079248816,0.7472777668266558,716.4513698013703
