MaxReturn,TransfBits,NumTrajs,Iteration,AverageDiscountedReturn,MinReturn,StdReturn,TotalAverageReturn,Entropy,AveragePolicyStd,Perplexity,ExplainedVariance,AverageReturn
229.79808388819163,51040,49,1,68.83183670198906,0.0,50.247685785598975,52.20527418475802,1.4109869780226274,0.9920799748066992,4.100000017680697,0.00204396469683632,72.1998755772742
339.84455296479626,102080,23,2,148.2058413040412,0.0,96.24518929271476,147.04349201540066,1.4189385332046727,1.0,4.132731354122493,0.6518261165591394,164.22532197201505
269.9337069789452,153120,55,3,61.58625906958918,0.0,50.71394712697903,62.02921790296424,1.4189385332046727,1.0,4.132731354122493,0.099697997358832,64.50204971448441
249.8207256538452,204160,60,4,54.6226169180819,0.0,46.8917304069233,55.83308282323463,1.4189385332046727,1.0,4.132731354122493,-0.06618333244895669,56.96412278424319
49.985388704019556,255200,116,5,24.30634585253619,0.0,11.473654529469389,24.744677537281405,1.4189385332046727,1.0,4.132731354122493,0.6630847908484021,24.549687136776143
249.81995040252752,306240,59,6,55.603602048768046,0.0,45.28811752028058,57.194631498701696,1.4189385332046727,1.0,4.132731354122493,0.11754474955802319,57.926908606050155
49.975825139040516,357280,121,7,23.00736830435032,0.0,9.721516065174233,21.436530286480938,1.4189385332046727,1.0,4.132731354122493,0.5314689842423623,23.207265792257182
269.82057067002256,408320,31,8,110.37325047924682,9.980805611183179,84.04717223053835,106.98945592485522,1.4189385332046727,1.0,4.132731354122493,0.4580191033461496,119.8996761074613
239.84051403928945,459360,32,9,105.79945490483351,0.0,92.32043067081278,105.18017588599622,1.4189385332046727,1.0,4.132731354122493,0.5468812639410245,115.54266842056097
49.95934651946396,510400,131,10,20.513080789011685,0.0,9.895921013462583,20.189936319853377,1.4189385332046727,1.0,4.132731354122493,0.4429475825138318,20.671942371206285
159.90408988882402,561440,56,11,60.07430777377882,0.0,35.48393960985993,65.23163043497122,1.4189385332046727,1.0,4.132731354122493,0.3316712125378456,62.276625284927995
69.96771564353246,612480,112,12,25.592558005675066,0.0,12.429066841401943,24.85675163496243,1.4189385332046727,1.0,4.132731354122493,0.5978688177046216,25.873594298215124
49.973027446833555,663520,101,13,29.251767095461467,9.981792657075156,9.322498073328243,29.023305102627535,1.4189385332046727,1.0,4.132731354122493,0.6972916774553602,29.583347772846942
59.98416127862474,714560,107,14,27.029380188626703,0.0,14.095288638869812,25.715916423059628,1.4189385332046727,1.0,4.132731354122493,0.6147228278255197,27.364020979333162
39.986229725585304,765600,127,15,21.527200763391946,0.0,11.011945250813987,23.463114935666688,1.4189385332046727,1.0,4.132731354122493,0.5006070258529081,21.714427296670454
999.8413837220609,816640,6,16,522.073957867812,209.8761424499226,312.40473239952615,461.92666081803736,1.418938533204673,1.0,4.132731354122494,0.45757504920114156,788.1510286773382
999.6114706440793,867680,9,17,340.90294426757816,39.9728909425999,321.1939824796247,238.77854966239227,1.418938533204673,1.0,4.132731354122494,0.2107582499867896,465.36994395853685
279.75593235233697,918720,36,18,97.17063204673848,29.986655399919982,55.93338013033448,108.38775243717268,1.4189385332046727,1.0,4.132731354122493,0.042178494150578394,103.25818046822211
359.93145489218614,969760,20,19,172.9204170420939,99.95241484337461,55.89803244007566,173.56393959650939,1.4189385332046727,1.0,4.132731354122493,0.4842486384747934,190.4467612644989
39.98778468953034,1020800,128,20,21.1238454568807,0.0,11.476706363902736,22.4266206624939,1.4189385332046727,1.0,4.132731354122493,0.5523353396350528,21.309484564638822
