varianceSvrg0
14.088767952287608
62.504369221464984
147.8858309879456
276.2961496204232
459.77138087791104
733.2686804043891
1116.1902689301608
1927.697921330213
5.031195264780601
20.44311348788743
47.73735518351869
89.27754950720386
143.9245216517401
225.94248435171437
304.7339652635897
426.35486548876924
558.4400101156044
750.3846887392175
912.5223071727063
1141.0764147410896
1399.7953349749596
1568.0615221726302
1800.5750796097655
2166.782509186519
2442.3658170103204
2808.4797015488243
3491.7794475572746
3876.4664136550027
3935.406520353895
4684.774235415945
16.97386095716733
69.48757744344702
156.70895709023384
296.47833017158143
491.2782191217344
795.0078031381285
1140.5585030227705
1516.844498535372
2241.239220547187
2854.142290376041
3785.272051317532
4706.145185976431
5437.605075047408
5663.568530951537
6781.178818680745
8256.452641000284
9721.681876775216
11232.751303629231
15764.560620853974
21738.754832867948
22893.24936202714
25699.67583999021
168.95542077147815
733.0039436453455
1827.2138684700963
3345.823555963996
5798.662225973456
9570.205808429502
15680.707529016297
23359.610977724617
33027.28845365787
110.14904859130824
550.4539080747832
1309.747074292333
2631.915762439663
4732.156163172451
10058.028434926293
10905.828511114874
14623.622750891955
18891.9036618579
25186.216972329108
1440.004152506579
7781.115446748514
19248.810701150207
55365.9239836018
81267.74527229983
4074.9277271119295
24572.9665491314
40854.5406460998
75228.8098781924
199535.63681987798
5072.819712591399
24057.932254045754
85333.59688056237
